	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0112860"	163.82	43.25	183.20	24.67	35.08	49.19	115.63	168.96	173.80	88.44	98.27	153.35
"FBtr0333214"	0.00	9.09	6.58	17.26	11.96	11.64	24.30	24.30	25.67	8.04	15.02	8.54
"FBtr0081684"	3200.84	2116.03	1885.79	2051.83	1947.72	2724.87	3170.70	3143.84	2906.58	2966.18	4027.99	3499.18
"FBtr0081685"	720.87	329.03	470.47	465.31	39.54	324.58	631.59	259.73	532.99	0.00	560.91	278.79
"FBtr0081686"	0.00	244.59	0.00	179.63	341.85	516.43	223.03	336.55	95.98	868.40	440.57	923.22
"FBtr0301622"	1295.15	960.62	562.55	836.73	1114.25	929.38	1739.39	1505.29	1593.74	1763.65	1292.62	1732.33
"FBtr0304903"	0.00	0.00	0.00	0.00	0.00	0.00	23.69	0.00	0.00	0.00	0.00	0.00
"FBtr0345257"	228.14	131.73	293.19	85.51	106.64	121.75	191.59	299.60	174.72	88.78	283.91	393.47
"FBtr0088240"	2230.00	2029.00	1687.00	1520.00	1723.00	1914.00	1759.00	1720.00	1684.00	1995.00	2392.00	1957.00
"FBtr0088122"	81.29	86.32	346.60	0.00	0.00	0.00	118.62	298.16	324.70	1.00	0.00	1.00
"FBtr0345928"	3.71	14.68	44.40	0.00	0.00	0.00	11.38	40.84	11.30	0.00	0.00	0.00
"FBtr0088124"	207.96	151.30	722.81	0.00	0.00	0.00	220.94	803.18	564.21	0.00	0.00	0.00
"FBtr0088159"	88.37	11.60	400.98	0.00	0.00	0.00	88.18	298.18	347.87	0.00	0.00	20.15
"FBtr0083226"	310.25	254.58	270.10	157.78	274.21	296.78	168.63	73.46	104.24	131.81	109.92	127.67
"FBtr0083227"	2023.42	2081.72	1607.49	1441.43	1278.46	1786.00	181.39	0.00	220.52	331.64	435.74	296.56
"FBtr0083228"	310.25	254.58	270.10	157.78	274.21	296.78	168.63	73.46	104.24	131.81	109.92	127.67
"FBtr0344470"	1424.55	1215.51	955.13	774.69	960.53	816.76	637.94	986.69	987.86	918.34	1260.55	979.31
"FBtr0344717"	249.54	211.61	261.17	226.31	435.59	460.68	407.40	559.39	484.14	621.41	779.88	647.78
"FBtr0074789"	4617.00	3538.00	2682.00	3218.00	3267.00	3985.00	3298.00	3175.00	2867.00	3398.00	3731.00	3394.00
"FBtr0080773"	145.90	97.25	186.33	365.58	520.55	221.01	0.00	0.00	0.00	227.28	0.00	36.16
"FBtr0080774"	9979.94	8500.04	6760.26	6185.99	6226.28	7212.52	1292.84	982.46	705.51	2001.43	2062.29	1482.46
"FBtr0080775"	5028.29	4163.59	3047.29	3016.39	2608.38	3726.50	1211.81	564.37	370.27	1251.49	1309.81	1317.46
"FBtr0080776"	108.17	141.26	40.17	51.63	97.72	71.92	22.90	15.04	0.00	30.00	40.97	8.25
"FBtr0080777"	213.95	228.45	163.03	167.22	430.54	518.11	3873.45	4508.91	4922.92	2150.98	3721.45	4076.28
"FBtr0305561"	147.76	78.41	122.92	201.19	357.53	112.94	0.00	138.22	205.30	362.82	239.48	266.39
"FBtr0074609"	0.48	1.00	2.35	2.84	1.26	0.68	5.77	0.00	11.15	4.37	14.59	0.62
"FBtr0074610"	3.52	0.00	7.65	7.16	8.74	32.32	61.23	66.00	52.85	35.63	33.41	75.38
"FBtr0088432"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	1.00	1.00
"FBtr0076915"	37.00	34.76	175.00	4.00	0.00	23.00	48.05	174.00	142.91	17.00	60.00	62.00
"FBtr0076916"	0.00	1.24	0.00	0.00	3.00	0.00	5.95	0.00	21.09	0.00	0.00	0.00
"FBtr0087436"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00
"FBtr0309055"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083548"	0.00	0.00	7.65	0.00	10.31	0.00	0.00	21.05	13.36	46.79	25.31	31.70
"FBtr0083549"	0.00	39.47	0.00	28.13	26.90	97.23	189.98	353.11	495.54	185.63	364.81	259.26
"FBtr0083550"	60.00	14.53	38.35	9.87	54.78	31.77	237.02	297.84	364.11	131.58	305.87	224.04
"FBtr0073480"	2351.00	2123.00	1500.00	1800.00	1900.00	2166.00	180.00	147.00	216.00	610.00	667.00	486.00
"FBtr0081461"	14.36	29.30	94.00	20.67	4.82	0.00	79.00	73.49	89.00	35.87	96.00	16.17
"FBtr0346711"	58.64	36.70	0.00	6.33	31.18	48.00	0.00	17.51	0.00	27.13	0.00	70.83
"FBtr0087512"	633.88	491.93	479.56	331.61	340.59	587.88	503.43	399.39	392.14	366.01	327.68	431.00
"FBtr0333166"	37.12	27.07	15.44	13.39	9.41	18.12	26.57	12.61	29.86	37.99	25.32	0.00
"FBtr0080092"	718.80	752.40	590.40	522.78	553.41	663.15	102.00	117.85	151.50	158.73	207.24	124.47
"FBtr0331671"	114.20	164.60	89.60	95.22	142.59	109.85	45.00	51.15	113.50	91.27	124.76	67.53
"FBtr0078763"	9.00	5.00	22.00	0.00	0.00	10.00	13.00	21.00	14.00	13.00	3.00	19.00
"FBtr0300320"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300321"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	4.00	1.00	0.00
"FBtr0331341"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
"FBtr0078655"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076752"	1803.00	1753.00	1552.00	1275.00	1598.00	1602.00	1901.00	2122.00	2049.00	2101.00	2807.00	2492.00
"FBtr0079978"	10.00	4.00	4.00	19.00	8.00	41.00	15.00	22.00	37.00	67.00	71.00	64.00
"FBtr0076423"	25396.00	25371.93	21329.41	22886.90	29100.35	27120.44	33836.86	39787.04	43441.29	36028.76	50097.73	40013.62
"FBtr0076424"	103.86	100.08	112.06	68.96	93.97	103.09	142.58	170.18	217.81	172.76	283.16	171.63
"FBtr0076425"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0342577"	307.14	366.98	354.53	210.14	460.68	359.48	472.56	558.78	698.90	667.48	870.11	673.75
"FBtr0086947"	21939.00	21460.00	18820.00	17691.00	21614.00	21549.00	23874.00	27685.00	29685.00	24894.00	32061.00	27192.00
"FBtr0086273"	4496.61	4431.64	3347.61	5243.21	8188.42	5265.74	6811.97	7782.67	12601.88	8929.71	14740.80	8153.21
"FBtr0086274"	19856.39	20070.36	18233.39	15016.79	17073.58	18273.26	24480.03	28827.33	28307.12	23271.29	28627.20	26323.79
"FBtr0074311"	19714.82	20879.10	17469.41	17613.90	21255.02	20965.58	25779.61	30044.62	33537.96	27772.06	36923.30	29334.58
"FBtr0074312"	251.38	222.21	190.53	180.20	228.68	208.19	216.04	265.97	254.74	312.50	435.01	261.67
"FBtr0074313"	153.63	186.61	123.55	96.98	187.23	150.32	200.90	246.60	256.29	262.48	371.75	313.86
"FBtr0340149"	222.84	333.01	273.47	169.34	344.19	254.81	488.76	482.23	530.38	438.82	564.05	448.58
"FBtr0345129"	9.33	32.07	45.04	53.57	5.87	49.10	42.69	66.58	68.64	25.14	47.88	48.31
"FBtr0072362"	5.00	0.00	11.00	1.00	0.00	5.00	0.00	10.00	6.00	5.00	9.00	7.61
"FBtr0343316"	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	10.39
"FBtr0071706"	695.29	681.27	435.07	360.53	533.88	489.92	953.28	966.78	1261.03	938.09	1143.98	1128.48
"FBtr0071707"	17.94	25.07	40.91	5.76	28.63	9.11	81.02	92.38	75.05	31.40	59.04	70.62
"FBtr0273206"	1096.78	863.90	772.51	841.55	968.94	1271.55	1422.57	1618.97	1559.68	1457.87	2019.02	1726.36
"FBtr0305897"	406.75	364.12	281.15	299.16	543.80	563.61	710.62	890.71	912.82	875.11	1500.46	1135.95
"FBtr0342892"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0342893"	136.79	356.63	10.16	154.37	360.51	183.34	557.19	704.33	571.20	608.03	375.84	297.15
"FBtr0342894"	0.00	0.00	0.00	0.00	6.25	5.01	0.00	0.00	0.00	5.46	11.64	5.86
"FBtr0342895"	82.45	0.00	389.20	30.64	0.00	251.47	35.32	79.84	153.22	158.03	202.03	316.58
"FBtr0074305"	717.06	859.51	987.49	364.30	659.92	688.00	1280.17	1795.78	1682.53	1170.64	1908.09	1518.19
"FBtr0340315"	1736.94	1470.49	1226.51	1368.70	1445.08	1612.00	2018.83	2081.22	2470.47	1808.36	1924.91	2114.81
"FBtr0074941"	1688.49	1581.74	1320.00	1285.00	1580.56	1704.00	2331.39	2488.71	2646.65	2157.26	2840.22	2494.29
"FBtr0333272"	9.51	9.26	0.00	0.00	18.44	0.00	9.61	30.29	10.35	64.74	17.78	52.71
"FBtr0082310"	2630.00	2612.00	2296.00	2116.00	2650.00	2551.00	3235.00	3633.00	3941.00	3267.00	4159.00	3645.00
"FBtr0080722"	2813.97	2532.27	2097.91	1947.95	2287.10	2316.46	2645.22	3021.36	3191.51	2536.40	3154.53	2732.02
"FBtr0332475"	319.03	413.73	359.09	176.05	283.90	214.54	408.78	421.64	500.49	341.60	373.47	352.98
"FBtr0088184"	76.79	41.00	124.82	1.00	1.00	109.69	119.22	130.08	225.62	55.73	59.00	100.10
"FBtr0345540"	3.21	0.00	3.18	0.00	0.00	6.31	6.78	19.92	3.38	15.27	0.00	12.90
"FBtr0089585"	43.74	17.78	76.23	0.00	0.00	128.15	150.95	78.70	148.27	82.73	69.66	100.73
"FBtr0345120"	7.26	6.22	6.77	4.00	0.00	21.85	19.05	20.30	12.73	20.27	21.34	25.27
"FBtr0088160"	163.00	148.00	679.00	1.00	0.00	0.00	162.00	632.00	593.00	0.00	0.00	9.00
"FBtr0076613"	11391.00	11336.00	9789.00	7804.00	10002.00	9259.00	901.00	647.00	466.00	2042.00	2225.00	1290.00
"FBtr0081828"	10.00	4.00	10.00	17.00	28.00	46.00	25.00	44.00	43.00	109.00	92.00	64.00
"FBtr0086506"	0.00	0.00	26.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086508"	17.95	17.05	0.00	29.00	13.57	52.29	49.04	30.53	25.79	45.19	0.00	45.79
"FBtr0086509"	476.57	316.20	326.52	136.11	87.73	361.06	455.30	454.42	389.06	557.16	529.59	559.68
"FBtr0301279"	57.49	48.75	72.94	12.82	14.70	45.31	48.32	57.82	72.93	53.47	99.83	65.16
"FBtr0340468"	21.42	0.00	17.68	9.07	0.00	29.33	21.15	12.23	19.71	30.17	16.57	22.71
"FBtr0340469"	30.57	0.00	0.00	0.00	0.00	0.00	33.19	19.00	36.51	0.00	0.00	31.66
"FBtr0072400"	0.00	0.00	3.56	0.00	0.00	30.32	9.28	10.12	6.09	29.04	30.80	44.26
"FBtr0072401"	4.65	3.89	0.00	4.07	5.92	0.00	0.00	0.00	25.16	0.00	0.00	0.00
"FBtr0072402"	0.00	0.00	3.83	0.00	0.00	57.68	58.72	14.40	0.00	61.71	7.54	42.48
"FBtr0343507"	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	16.15	0.00
"FBtr0343508"	2.35	2.11	2.61	6.93	9.08	6.95	0.00	10.48	14.75	8.26	13.51	26.26
"FBtr0083277"	1513.00	1585.00	1300.00	1140.00	1279.00	1393.00	132.00	124.00	218.00	337.00	460.00	197.00
"FBtr0085179"	1905.00	1744.00	1425.00	1166.78	1365.99	1234.26	1396.00	1251.65	1183.00	1323.96	1485.00	1283.00
"FBtr0334732"	0.00	0.00	0.00	74.22	0.01	190.74	0.00	28.35	0.00	0.04	0.00	0.00
"FBtr0075890"	140.00	134.00	83.00	147.50	339.00	437.50	894.00	1205.00	1538.50	1167.00	1822.50	1366.00
"FBtr0330075"	140.00	134.00	83.00	147.50	339.00	437.50	894.00	1205.00	1538.50	1167.00	1822.50	1366.00
"FBtr0089291"	12.00	16.00	23.00	46.06	44.02	97.57	70.00	108.00	104.00	321.00	336.00	262.13
"FBtr0334799"	0.00	0.00	0.00	22.94	1.98	79.43	0.00	0.00	0.00	0.00	0.00	52.87
"FBtr0071703"	714.49	620.56	593.17	390.14	409.45	601.29	825.21	864.46	909.67	879.10	921.81	850.61
"FBtr0300397"	0.00	0.00	6.73	5.85	9.15	89.10	12.80	13.07	6.82	137.39	169.54	63.11
"FBtr0306013"	56.51	50.41	26.11	35.01	25.81	81.71	48.99	48.47	38.50	70.00	78.61	42.99
"FBtr0342896"	0.00	0.00	0.00	0.00	9.58	0.00	0.00	0.00	0.00	18.52	16.04	22.68
"FBtr0342897"	0.00	5.04	0.00	0.00	0.00	5.90	0.00	0.00	0.00	0.00	0.00	5.61
"FBtr0089268"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.16	0.00	0.00	0.00	0.00
"FBtr0089269"	2.08	0.00	4.60	4.58	0.00	2.11	14.56	27.06	23.29	22.83	14.38	24.55
"FBtr0089270"	22.82	0.00	0.00	10.77	0.00	0.00	39.26	0.00	46.29	0.00	0.00	3.59
"FBtr0089271"	2.91	0.00	0.00	7.40	2.04	3.23	7.25	7.66	8.12	6.15	3.06	0.00
"FBtr0301863"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301864"	0.00	0.00	0.00	0.00	22.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333484"	31.61	8.73	18.65	37.18	21.36	53.50	172.19	432.80	377.67	255.23	414.74	369.47
"FBtr0333485"	33.58	46.27	79.75	52.06	62.87	171.16	427.29	409.66	563.82	261.93	339.06	415.59
"FBtr0347158"	0.00	0.00	0.00	0.00	0.00	0.00	75.44	91.66	202.82	93.87	77.76	60.80
"FBtr0347159"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086136"	37.00	0.00	60.22	0.00	0.00	29.18	41.33	53.59	74.96	11.84	4.18	17.51
"FBtr0086137"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.89	12.44	0.00	11.68
"FBtr0301420"	0.00	8.98	15.48	0.00	0.00	0.00	2.55	10.83	19.47	0.00	3.11	0.00
"FBtr0301421"	18.33	0.00	11.62	3.00	1.00	20.29	10.30	9.56	21.12	1.72	0.00	9.86
"FBtr0301423"	10.11	0.00	0.00	0.00	0.00	0.00	7.12	0.00	14.56	0.00	0.00	0.00
"FBtr0301424"	0.00	0.00	15.84	0.00	0.00	0.00	0.00	3.55	0.00	0.00	0.00	0.00
"FBtr0308840"	17.56	10.02	37.85	0.00	0.00	10.76	15.70	17.46	0.00	0.00	10.71	6.00
"FBtr0308841"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0308842"	0.00	0.00	0.00	0.00	0.00	6.78	0.00	0.00	0.00	0.00	0.00	3.95
"FBtr0087786"	8797.79	6846.00	5315.00	7954.50	6822.36	9679.42	1372.50	1238.39	1678.47	3331.27	4153.12	3454.00
"FBtr0087787"	294.43	0.00	0.00	0.00	115.28	0.16	0.00	589.21	202.06	404.46	1089.77	550.01
"FBtr0334772"	8797.79	6846.00	5315.00	7954.50	6822.36	9679.42	1372.50	1238.39	1678.47	3331.27	4153.12	3454.00
"FBtr0080292"	3996.00	3839.00	2971.00	2421.00	2440.00	3028.00	119.00	196.00	180.00	183.00	237.00	132.00
"FBtr0072062"	1968.00	1777.00	1459.00	1421.00	1723.00	1874.00	3352.00	4003.00	4583.00	2964.00	3957.00	3677.00
"FBtr0088811"	864.68	729.21	618.26	537.57	578.65	646.11	644.14	587.69	655.73	666.05	849.39	677.14
"FBtr0088812"	116.68	61.44	39.50	140.06	128.38	215.99	81.10	88.61	117.18	220.49	164.44	177.66
"FBtr0088813"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088814"	0.00	11.92	24.29	12.75	0.00	16.62	11.14	12.21	34.03	18.80	23.17	23.85
"FBtr0339296"	0.00	0.00	0.00	8.86	14.01	0.00	0.00	8.19	0.00	32.45	44.24	31.16
"FBtr0088082"	4194.67	3709.16	3161.61	3363.28	4271.86	4109.42	4492.99	5550.60	5731.22	5067.57	6568.68	5656.51
"FBtr0088083"	369.33	630.84	645.39	184.72	295.14	246.58	691.01	750.40	805.78	266.43	501.32	453.49
"FBtr0079874"	657.00	715.00	551.00	592.00	766.00	698.00	701.00	746.00	783.00	772.00	996.00	828.00
"FBtr0300944"	307.81	292.92	232.48	279.10	278.81	273.22	0.00	25.00	6.90	28.93	44.40	34.51
"FBtr0333068"	81.19	103.08	87.52	33.90	74.19	80.78	23.00	0.00	21.10	10.07	27.60	8.49
"FBtr0088993"	1255.55	1028.33	858.86	580.30	543.99	929.35	1127.01	1028.36	1129.88	635.95	872.77	704.01
"FBtr0088996"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300477"	497.03	380.30	381.90	500.43	424.20	506.14	465.67	427.30	504.53	467.18	451.22	468.91
"FBtr0300478"	171.15	220.53	146.77	113.53	168.29	167.35	229.35	379.39	244.92	142.75	363.13	59.18
"FBtr0300479"	297.64	242.13	73.41	198.18	445.23	0.00	280.79	426.00	425.40	435.06	387.20	521.24
"FBtr0300480"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.58	0.00	6.40	0.00	0.00
"FBtr0300481"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0308198"	12.77	11.47	14.54	17.65	21.06	21.62	4.65	0.00	3.66	18.39	12.63	15.61
"FBtr0310674"	0.00	0.00	0.00	0.00	0.00	1.36	0.00	0.00	0.00	0.00	2.78	0.36
"FBtr0310675"	115.98	110.23	195.81	47.57	0.00	157.51	86.41	93.25	53.22	35.05	98.62	165.12
"FBtr0310676"	0.00	0.00	0.00	0.00	0.00	0.00	3.38	0.00	0.00	0.00	0.00	0.00
"FBtr0336912"	67.87	29.02	112.71	27.33	59.23	39.67	85.75	94.12	116.39	52.22	114.66	75.56
"FBtr0302504"	805.88	653.87	750.00	271.00	296.00	217.39	765.48	783.75	625.79	134.08	333.00	203.00
"FBtr0332999"	114.12	111.13	0.00	0.00	0.00	40.61	138.52	166.25	197.21	160.92	0.00	155.00
"FBtr0086614"	990.81	1055.19	972.19	753.27	808.35	907.51	119.72	83.72	115.84	474.56	321.70	194.03
"FBtr0086615"	4831.30	4806.56	4143.66	3991.40	4872.17	5161.66	465.63	536.09	383.63	1972.35	2364.22	1662.57
"FBtr0086616"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0112861"	491.25	530.54	456.15	283.70	111.58	225.70	78.67	65.81	47.90	35.61	29.64	0.00
"FBtr0112862"	1161.45	858.82	554.86	734.55	630.16	675.94	69.07	109.15	130.92	170.96	209.49	154.64
"FBtr0112863"	321.19	403.90	309.14	479.08	542.75	580.20	23.92	79.23	83.71	210.53	208.94	148.76
"FBtr0078013"	1315.54	1430.03	1402.87	1331.54	1686.55	1823.76	2038.51	2442.21	2376.32	2530.47	2874.43	2626.86
"FBtr0078014"	20.94	0.00	0.00	0.00	0.00	0.00	53.01	37.14	26.45	0.00	0.00	0.00
"FBtr0078015"	366.75	333.61	223.71	156.57	195.26	305.11	356.09	241.66	450.23	226.81	249.65	259.54
"FBtr0332973"	1044.76	462.36	245.42	574.89	430.19	494.13	278.39	0.00	0.00	83.72	97.93	91.60
"FBtr0087262"	4651.00	4862.00	4048.00	4018.00	5296.00	4743.00	5582.00	6392.00	6851.00	5930.00	7691.00	6434.00
"FBtr0087007"	2213.81	2199.37	1660.93	1484.35	1660.34	1888.79	216.56	168.21	113.23	422.75	506.36	281.79
"FBtr0087008"	262.19	167.63	221.07	107.65	109.66	118.21	68.44	114.79	143.77	155.25	67.64	95.21
"FBtr0078081"	6054.77	6018.88	4827.57	4281.24	5239.03	5451.86	8366.31	9485.85	11075.79	7275.64	9688.55	8444.90
"FBtr0078082"	95.01	101.29	102.54	81.00	140.84	112.09	146.88	172.52	192.66	136.50	198.42	174.23
"FBtr0310028"	36.03	54.54	31.17	3.36	5.94	21.88	53.72	74.92	52.37	21.91	33.57	38.34
"FBtr0310029"	162.20	194.29	103.72	113.41	103.18	120.16	202.10	331.71	365.18	147.95	211.47	187.53
"FBtr0079050"	1116.79	1023.55	877.25	623.71	854.31	771.02	1036.82	1037.23	1017.66	932.49	1095.73	971.74
"FBtr0079051"	166.92	195.78	165.42	288.49	259.69	289.29	195.18	236.88	263.07	370.91	508.08	370.56
"FBtr0331229"	37.29	19.67	42.33	50.80	41.00	37.69	0.00	53.89	27.27	22.60	42.19	31.70
"FBtr0087145"	73.30	39.91	39.26	35.34	40.58	50.32	8.90	8.61	8.74	41.06	6.40	11.62
"FBtr0087146"	21.45	32.04	21.27	0.00	12.43	56.29	51.11	31.39	57.68	44.45	41.29	68.71
"FBtr0087147"	0.00	0.00	0.00	12.69	0.00	16.79	0.00	0.00	0.00	0.00	0.00	21.91
"FBtr0087148"	16.84	0.00	0.00	18.66	0.00	114.62	0.00	0.00	0.00	73.46	48.20	80.76
"FBtr0087149"	402.19	402.91	530.01	238.71	793.76	249.55	75.05	83.75	123.77	83.09	303.09	11.25
"FBtr0340059"	1637.23	1604.14	990.46	1316.60	818.23	1427.42	200.94	178.26	141.81	368.94	259.02	290.75
"FBtr0080167"	453.83	404.23	401.61	278.45	380.00	316.45	463.87	601.43	586.01	456.57	510.80	412.52
"FBtr0110872"	3397.14	3249.96	3017.29	2387.60	3145.42	2807.11	3797.42	4546.79	5071.63	3577.80	4810.66	4237.52
"FBtr0305994"	67.03	112.81	126.09	49.94	55.58	51.44	85.71	103.78	143.36	63.63	98.55	84.95
"FBtr0086909"	1234.00	1124.00	960.00	581.00	748.00	845.00	1440.00	1536.00	1495.00	943.00	1095.00	1130.00
"FBtr0087987"	13421.00	11985.45	8720.62	11362.00	11841.00	12777.00	2979.00	2745.19	2626.00	6072.00	6533.27	4835.00
"FBtr0087988"	0.00	11.55	9.38	0.00	0.00	0.00	0.00	17.81	0.00	0.00	21.73	0.00
"FBtr0071985"	107.76	209.22	171.29	143.67	150.48	85.11	226.15	299.93	337.40	124.48	265.74	202.50
"FBtr0336732"	561.24	452.78	392.71	474.33	598.52	596.89	653.85	659.07	852.60	753.52	844.26	733.50
"FBtr0087498"	2563.00	2904.00	2208.00	2235.00	2669.00	2845.00	758.00	994.00	1417.00	2452.00	3410.00	2331.00
"FBtr0086634"	0.00	0.00	0.00	2.63	0.00	0.00	0.00	4.85	9.63	0.00	0.00	0.00
"FBtr0086635"	66.09	21.83	45.93	36.27	38.70	131.52	238.64	362.95	43.23	247.50	338.65	244.28
"FBtr0345426"	51.91	82.17	174.07	57.11	157.30	131.48	475.36	721.20	1154.14	494.50	824.35	803.72
"FBtr0071996"	6467.00	4970.00	4437.00	3904.00	3970.00	4746.00	5803.00	5502.00	4778.00	4619.00	4980.00	5156.00
"FBtr0076238"	2212.40	2537.61	2181.68	1982.77	2595.58	2330.03	2913.74	3400.15	3495.73	2884.59	3794.84	3152.60
"FBtr0332708"	220.60	192.39	238.32	134.23	212.42	167.97	198.26	331.85	310.27	278.41	345.16	190.40
"FBtr0077169"	3967.00	3443.00	2667.00	2990.00	3537.00	3840.00	5144.00	5581.00	5688.00	4722.00	6263.00	5558.00
"FBtr0078868"	2453.00	2340.71	1817.00	2031.00	2655.00	2544.63	3267.39	3566.88	4036.58	3314.99	4329.98	3971.71
"FBtr0334899"	0.00	23.29	0.00	0.00	0.00	6.37	5.61	27.12	16.42	12.01	6.02	11.29
"FBtr0076262"	417.61	18.26	0.03	1234.13	1124.59	1355.74	294.20	324.19	390.87	1059.10	1231.89	872.78
"FBtr0076263"	524.22	584.63	440.74	1268.21	1113.98	1386.51	343.78	238.22	134.43	989.51	804.18	795.78
"FBtr0076264"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331573"	0.00	22.81	16.77	0.00	39.64	58.61	21.71	0.00	20.34	0.00	19.47	74.24
"FBtr0331574"	142.18	166.30	166.47	357.65	665.79	709.14	454.31	604.59	725.36	805.39	1031.45	840.20
"FBtr0083733"	920.00	710.00	525.00	524.00	467.00	612.00	51.00	45.00	51.00	143.00	166.00	93.00
"FBtr0084012"	1665.00	1400.00	1136.00	1260.00	1527.00	1569.00	2013.00	2214.00	2262.00	2033.00	2624.00	2264.00
"FBtr0078728"	1859.29	1464.62	1280.04	1792.22	1851.90	2116.30	2044.83	2130.86	2076.86	2435.07	2969.55	2824.98
"FBtr0334951"	183.35	148.38	94.70	65.56	101.56	144.72	73.73	153.76	142.37	95.07	92.16	12.62
"FBtr0334952"	39.36	0.00	41.26	18.22	18.54	18.98	85.44	92.38	86.77	116.86	142.29	114.40
"FBtr0081642"	8007.00	7224.00	5405.00	7221.00	8413.00	8975.00	11406.00	13007.00	15478.00	11959.00	15863.00	13895.00
"FBtr0072679"	5952.00	5429.00	4063.00	3433.00	3533.00	4268.00	332.00	286.00	273.00	621.00	705.00	454.00
"FBtr0081981"	1915.00	2025.00	1521.00	1635.00	1683.00	1898.00	234.00	291.00	290.00	698.00	790.00	547.00
"FBtr0085745"	1578.00	1530.00	1388.00	1279.00	1656.00	1545.00	1837.00	2159.00	2442.00	1956.00	2436.00	2091.00
"FBtr0081788"	1164.60	999.12	772.93	823.00	780.94	1005.45	68.00	70.60	99.27	250.62	266.70	260.00
"FBtr0347497"	47.40	93.88	76.07	0.00	57.06	68.55	0.00	52.40	41.73	13.38	68.30	0.00
"FBtr0076616"	5042.75	2930.93	2201.21	3664.03	3174.82	4275.10	3939.53	3873.30	3357.97	4014.15	4423.49	4690.41
"FBtr0076618"	408.59	377.07	205.96	323.21	344.14	377.05	371.16	351.57	175.85	452.60	472.91	533.38
"FBtr0076619"	3244.60	2192.21	1818.96	1994.98	1896.36	2399.72	2569.06	2384.35	2507.73	2306.25	2831.48	2796.37
"FBtr0305696"	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305697"	220.07	88.79	153.75	0.00	5.47	0.24	0.00	39.61	34.31	0.00	120.73	16.17
"FBtr0305698"	864.41	459.41	366.48	685.69	606.69	647.09	823.36	762.58	629.51	626.55	819.34	804.54
"FBtr0305699"	5.28	0.01	937.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333048"	696.44	594.59	720.54	463.09	264.41	429.92	832.58	435.60	703.63	864.20	335.40	492.03
"FBtr0333049"	10.86	0.00	9.90	0.00	0.00	8.88	38.30	9.98	0.00	16.25	39.66	29.09
"FBtr0078535"	2061.00	1897.00	1404.00	1546.00	1540.00	1767.00	170.00	199.00	231.00	312.00	458.00	315.00
"FBtr0083595"	4960.36	4071.06	3532.52	2248.17	2484.00	3044.10	3806.55	3595.62	2992.22	2608.98	2963.99	3083.75
