	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0034535"	521.00	535.00	423.00	716.00	758.00	745.00	147.00	182.00	183.00	765.00	687.00	709.00	801.00	720.00	667.00
"FBgn0034537"	1580.00	1974.00	1927.00	2546.00	2731.00	2522.00	2372.00	2471.00	2431.00	1667.00	1681.00	1829.00	1780.00	1676.00	2722.00
"FBgn0034538"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034539"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034540"	1.00	1.00	5.00	11.00	6.00	11.00	3.00	3.00	2.00	0.00	6.00	4.00	0.00	1.00	1.00
"FBgn0034541"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034542"	1436.00	1804.00	1767.00	1921.00	2089.00	1895.00	136.00	71.00	121.00	1314.00	1209.00	1428.00	1188.00	1238.00	1856.00
"FBgn0034543"	525.00	585.00	466.00	525.00	581.00	465.00	290.00	420.00	366.00	592.00	602.00	660.00	821.00	741.00	871.00
"FBgn0034545"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034546"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034548"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034551"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034552"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034553"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034554"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034558"	1.00	0.00	0.00	2.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034560"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034563"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034564"	330.00	297.00	239.00	384.00	373.00	373.00	29.00	26.00	31.00	341.00	384.00	346.00	409.00	506.00	437.00
"FBgn0034565"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034566"	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	1.00	0.00	1.00
"FBgn0034567"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034568"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034569"	764.00	862.00	735.00	1352.00	1496.00	1295.00	382.00	342.00	349.00	784.00	774.00	984.00	532.00	632.00	668.00
"FBgn0034570"	743.00	1727.00	2059.00	587.00	869.00	427.00	1081.00	607.00	950.00	482.00	357.00	511.00	669.00	1043.00	2291.00
"FBgn0034572"	772.00	977.00	984.00	1161.00	1350.00	1100.00	1393.00	1024.00	1255.00	934.00	651.00	841.00	769.00	535.00	1285.00
"FBgn0034573"	1309.00	1475.00	1394.00	1790.00	1980.00	1738.00	329.00	239.00	337.00	1366.00	1239.00	1635.00	1378.00	1154.00	1898.00
"FBgn0034576"	1487.00	1558.00	1278.00	1680.00	1718.00	1664.00	1467.00	2036.00	1658.00	1869.00	2009.00	1902.00	1839.00	1627.00	1761.00
"FBgn0034577"	3280.00	3986.00	3546.00	4679.00	5046.00	4275.00	1003.00	880.00	1002.00	3320.00	3278.00	3900.00	3743.00	3819.00	5209.00
"FBgn0034578"	48.00	50.00	39.00	76.00	89.00	83.00	9.00	6.00	5.00	57.00	53.00	37.00	81.00	102.00	82.00
"FBgn0034579"	1231.00	1150.00	912.00	915.00	919.00	837.00	993.00	1304.00	1050.00	1792.00	1660.00	1708.00	2042.00	2069.00	1802.00
"FBgn0034580"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034582"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
"FBgn0034583"	1458.00	1522.00	1463.00	1862.00	1792.00	1908.00	112.00	105.00	128.00	1114.00	1603.00	1643.00	1106.00	1244.00	1189.00
"FBgn0034585"	856.00	1200.00	1095.00	958.00	990.00	953.00	66.00	37.00	79.00	638.00	680.00	778.00	1022.00	1366.00	1773.00
"FBgn0034588"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034590"	804.00	1348.00	1478.00	779.00	1006.00	562.00	1376.00	947.00	1282.00	699.00	669.00	796.00	792.00	907.00	1829.00
"FBgn0034592"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034595"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034598"	1478.00	2627.00	3173.00	1047.00	1412.00	890.00	3314.00	2378.00	3120.00	1242.00	1236.00	1478.00	1506.00	1548.00	3092.00
"FBgn0034599"	644.00	687.00	523.00	848.00	949.00	889.00	426.00	556.00	523.00	882.00	788.00	910.00	1108.00	1113.00	1238.00
"FBgn0034601"	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00
"FBgn0034602"	1.00	0.00	0.00	1.00	3.00	7.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
"FBgn0034605"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034606"	1.00	0.00	1.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034611"	938.00	1037.00	1063.00	1655.00	1722.00	1607.00	1096.00	1023.00	1106.00	1227.00	1189.00	1427.00	1032.00	985.00	1372.00
"FBgn0034612"	2.00	1.00	2.00	3.00	0.00	3.00	3.00	0.00	3.00	2.00	4.00	2.00	2.00	1.00	2.00
"FBgn0034614"	599.00	746.00	499.00	1568.00	1630.00	1434.00	105.00	78.00	94.00	898.00	767.00	887.00	856.00	1019.00	1098.00
"FBgn0034617"	1387.00	1654.00	1611.00	1581.00	1822.00	1571.00	2234.00	1834.00	2032.00	1453.00	1338.00	1622.00	1260.00	1119.00	1987.00
"FBgn0034618"	1578.00	2380.00	2581.00	1996.00	2332.00	1660.00	1211.00	822.00	1190.00	1480.00	1291.00	1783.00	1624.00	1627.00	3213.00
"FBgn0034622"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034623"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034624"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034626"	698.00	760.00	646.00	976.00	1015.00	1022.00	134.00	118.00	136.00	734.00	683.00	875.00	904.00	799.00	1080.00
"FBgn0034627"	43.00	33.00	25.00	72.00	62.00	52.00	2.00	1.00	2.00	40.00	37.00	34.00	58.00	91.00	91.00
"FBgn0034628"	1308.00	1766.00	1565.00	2380.00	2709.00	2367.00	330.00	188.00	308.00	1330.00	1314.00	1568.00	1539.00	1703.00	2466.00
"FBgn0034629"	1122.00	1369.00	1274.00	1352.00	1548.00	1412.00	323.00	236.00	305.00	1105.00	1042.00	1226.00	981.00	1006.00	1476.00
"FBgn0034631"	1009.00	1230.00	1190.00	1116.00	1490.00	1099.00	954.00	744.00	968.00	886.00	807.00	1071.00	1031.00	760.00	1651.00
"FBgn0034634"	1030.00	1253.00	1097.00	1359.00	1632.00	1395.00	277.00	189.00	285.00	1162.00	1184.00	1380.00	989.00	1057.00	1386.00
"FBgn0034636"	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034638"	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00
"FBgn0034639"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034641"	1208.00	1823.00	2213.00	1768.00	1943.00	1614.00	304.00	179.00	259.00	955.00	754.00	1050.00	1052.00	1119.00	2270.00
"FBgn0034642"	0.00	0.00	1.00	2.00	1.00	1.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	1.00
"FBgn0034643"	1839.00	2492.00	2608.00	2664.00	2969.00	2546.00	431.00	308.00	485.00	1732.00	1500.00	1893.00	2000.00	1975.00	3364.00
"FBgn0034644"	501.00	855.00	959.00	563.00	701.00	536.00	1187.00	849.00	1021.00	503.00	398.00	455.00	424.00	427.00	1004.00
"FBgn0034645"	872.00	802.00	745.00	968.00	1004.00	1006.00	816.00	1104.00	887.00	1323.00	1497.00	1304.00	1305.00	1204.00	1001.00
"FBgn0034646"	1932.00	2159.00	1789.00	2689.00	2760.00	2688.00	1968.00	2156.00	1978.00	2342.00	2419.00	2555.00	2325.00	2187.00	2486.00
"FBgn0034647"	4.00	4.00	3.00	1.00	1.00	3.00	0.00	0.00	2.00	7.00	7.00	3.00	6.00	2.00	5.00
"FBgn0034649"	544.01	706.79	629.51	691.87	782.80	720.67	260.45	195.37	251.30	603.55	493.77	678.51	585.39	541.46	854.89
"FBgn0034650"	875.00	1018.00	824.00	1341.00	1410.00	1358.00	41.00	35.00	52.00	963.00	850.00	963.00	1031.00	1153.00	1162.00
"FBgn0034651"	3.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00
"FBgn0034654"	5253.00	5005.00	4316.00	6424.00	7166.00	6330.00	5903.00	7212.00	6423.00	6329.00	6748.00	7277.00	7033.00	6014.00	6683.00
"FBgn0034655"	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034657"	1981.00	2879.00	2986.00	3113.00	3417.00	2941.00	3156.00	2096.00	2969.00	1915.00	1832.00	2366.00	2564.00	1961.00	4014.00
"FBgn0034658"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00
"FBgn0034659"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034661"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034662"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034663"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0034664"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
"FBgn0034665"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034666"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034667"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034670"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034671"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034674"	1323.00	1719.00	1741.00	2078.00	2365.00	2046.00	1518.00	1268.00	1472.00	1426.00	1211.00	1482.00	1253.00	1067.00	2099.00
"FBgn0034681"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034683"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034684"	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00
"FBgn0034687"	5.00	12.00	16.00	16.00	28.00	20.00	2.00	0.00	0.00	8.00	11.00	10.00	4.00	1.00	5.00
"FBgn0034688"	1418.00	1606.00	1504.00	2414.00	2528.00	2247.00	991.00	947.00	1025.00	1836.00	1740.00	1947.00	1729.00	1332.00	2311.00
"FBgn0034689"	1587.00	1687.00	1506.00	2067.00	2282.00	1895.00	1428.00	1592.00	1421.00	1702.00	1683.00	2072.00	1839.00	1748.00	2187.00
"FBgn0034691"	410.00	687.00	746.00	341.00	391.00	278.00	41.00	28.00	46.00	248.00	240.00	301.00	285.00	439.00	741.00
"FBgn0034692"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034693"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034694"	1167.00	1315.00	1143.00	1081.00	1230.00	997.00	97.00	51.00	90.00	1113.00	1005.00	1159.00	1452.00	1472.00	2093.00
"FBgn0034697"	639.00	1068.00	1133.00	1215.00	1409.00	1068.00	1263.00	1017.00	1208.00	602.00	554.00	688.00	528.00	469.00	1071.00
"FBgn0034700"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034703"	1292.00	1435.00	1236.00	1629.00	1778.00	1418.00	1529.00	1682.00	1461.00	1533.00	1251.00	1487.00	1360.00	1210.00	1975.00
"FBgn0034704"	903.00	1074.00	1028.00	1524.00	1601.00	1290.00	106.00	67.00	108.00	865.00	941.00	1082.00	1078.00	1178.00	1582.00
"FBgn0034705"	278.00	267.00	218.00	369.00	397.00	343.00	32.00	27.00	30.00	254.00	242.00	318.00	300.00	384.00	390.00
"FBgn0034706"	11.00	7.00	8.00	40.00	37.00	45.00	8.00	10.00	5.00	20.00	12.00	17.00	41.00	53.00	58.00
"FBgn0034707"	598.00	681.00	707.00	1052.00	1122.00	1035.00	528.00	425.00	527.00	519.00	557.00	618.00	563.00	472.00	924.00
"FBgn0034708"	2271.00	2968.00	3178.00	3031.00	3436.00	2925.00	4209.00	3193.00	3870.00	2295.00	1869.00	2210.00	2008.00	1412.00	3961.00
"FBgn0034709"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034710"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034712"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034713"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034715"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034716"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034717"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034718"	0.00	0.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034720"	34.00	17.00	32.00	11.00	14.00	4.00	13.00	11.00	15.00	12.00	6.00	19.00	31.00	42.00	79.00
"FBgn0034721"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034722"	2580.00	3805.00	3988.00	3118.00	3726.00	2923.00	3319.00	2525.00	3117.00	2613.00	2117.00	2518.00	2568.00	1891.00	5201.00
"FBgn0034723"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00
"FBgn0034724"	0.00	0.00	0.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
"FBgn0034725"	6.00	14.00	6.00	5.00	6.00	4.00	11.00	15.00	14.00	7.00	15.00	13.00	30.00	43.00	40.00
"FBgn0034726"	828.00	842.00	644.00	1232.00	1279.00	1231.00	66.00	56.00	80.00	1021.00	905.00	1018.00	1020.00	1125.00	1157.00
"FBgn0034727"	1229.00	1286.00	1178.00	1658.00	1876.00	1703.00	564.00	577.00	644.00	1462.00	1435.00	1552.00	1499.00	1421.00	1520.00
"FBgn0034728"	723.00	1087.00	1014.00	982.00	1148.00	962.00	152.00	87.00	142.00	614.00	512.00	767.00	641.00	802.00	1619.00
"FBgn0034729"	398.00	402.00	311.00	603.00	603.00	582.00	8.00	8.00	12.00	530.00	354.00	357.00	452.00	578.00	481.00
"FBgn0034730"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0034731"	0.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034733"	399.00	574.00	760.00	509.00	618.00	512.00	340.00	225.00	358.00	287.00	332.00	408.00	327.00	362.00	713.00
"FBgn0034734"	312.00	598.00	622.00	310.00	393.00	280.00	54.00	24.00	45.00	213.00	140.00	215.00	208.00	296.00	659.00
"FBgn0034735"	370.00	482.00	416.00	514.00	590.00	600.00	29.00	22.00	14.00	337.00	287.00	366.00	351.00	479.00	503.00
"FBgn0034736"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034737"	0.00	0.00	2.00	3.00	1.00	1.00	2.00	3.00	4.00	0.00	2.00	1.00	1.00	1.00	1.00
"FBgn0034739"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034740"	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034741"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034742"	430.00	782.00	880.00	448.00	576.00	391.00	810.00	538.00	785.00	358.00	292.00	374.00	447.00	471.00	1151.00
"FBgn0034743"	29053.00	27726.00	23333.00	28201.00	29627.00	27719.00	27655.00	34857.00	30113.00	36188.00	37035.00	35296.00	32915.00	31236.00	31897.00
"FBgn0034744"	1008.00	1196.00	936.00	1345.00	1432.00	1362.00	234.00	210.00	231.00	1295.00	1345.00	1321.00	1351.00	1375.00	1310.00
"FBgn0034745"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034748"	384.00	448.00	422.00	560.00	626.00	613.00	587.00	650.00	636.00	608.00	534.00	504.00	586.00	480.00	771.00
"FBgn0034750"	1244.00	1495.00	1386.00	1516.00	1463.00	1535.00	1538.00	1707.00	1661.00	1282.00	1393.00	1332.00	1529.00	1528.00	1876.00
"FBgn0034753"	15437.00	17254.00	14840.00	18521.00	19100.00	19106.00	6952.00	7636.00	7500.00	19016.00	21055.00	19176.00	20670.00	19434.00	19215.00
"FBgn0034755"	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0034756"	0.00	1.00	2.00	1.00	1.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034758"	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.40	0.00	0.38	0.00	0.00	1.00	0.40
"FBgn0034759"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.38	0.00	0.00	0.00	0.40
"FBgn0034761"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	2.00	0.00
"FBgn0034763"	2380.00	3065.00	2730.00	3221.00	3264.00	3108.00	1017.00	807.00	948.00	2414.00	2620.00	2753.00	2659.00	2841.00	3236.00
"FBgn0034766"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034768"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034769"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034770"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034774"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0034776"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034782"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034783"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034784"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034785"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034786"	992.00	1454.00	1636.00	956.00	1116.00	827.00	391.00	187.00	331.00	556.00	590.00	742.00	567.00	561.00	1273.00
"FBgn0034788"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034789"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034791"	1985.00	2383.00	2121.00	2400.00	2414.00	2246.00	2333.00	2639.00	2438.00	2242.00	2362.00	2501.00	1925.00	1905.00	2466.00
"FBgn0034792"	1980.00	2468.00	2454.00	2989.00	3294.00	2945.00	1879.00	1500.00	1893.00	1984.00	1991.00	2112.00	2161.00	1865.00	3111.00
"FBgn0034793"	725.00	720.00	559.00	1079.00	1161.00	999.00	403.00	463.00	446.00	958.00	922.00	978.00	1176.00	998.00	955.00
"FBgn0034795"	333.00	651.00	678.00	348.00	466.00	367.00	1138.00	716.00	1032.00	380.00	306.00	403.00	414.00	349.00	1073.00
"FBgn0034796"	110.00	159.00	148.00	148.00	185.00	189.00	268.00	161.00	222.00	121.00	124.00	129.00	123.00	117.00	239.00
"FBgn0034797"	2.00	4.00	5.00	5.00	4.00	6.00	12.00	8.00	5.00	2.00	0.00	2.00	2.00	1.00	6.00
"FBgn0034800"	159.00	184.00	186.00	306.00	333.00	287.00	220.00	264.00	225.00	234.00	223.00	207.00	224.00	216.00	299.00
"FBgn0034802"	17144.00	24370.00	23088.00	24284.00	26878.00	22387.00	12802.00	10267.00	12412.00	15121.00	14696.00	18911.00	16086.00	16965.00	26203.00
"FBgn0034803"	1063.00	1074.00	869.00	1419.00	1382.00	1287.00	811.00	1074.00	895.00	1236.00	1208.00	1194.00	1247.00	1153.00	1553.00
"FBgn0034804"	1415.00	1664.00	1438.00	2514.00	2488.00	2352.00	297.00	229.00	272.00	1726.00	1771.00	1999.00	1748.00	1598.00	2172.00
"FBgn0034807"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034808"	1018.00	1309.00	1101.00	1775.00	1880.00	1600.00	64.00	40.00	61.00	1107.00	980.00	1244.00	1117.00	1240.00	1646.00
"FBgn0034814"	912.00	1040.00	958.00	1299.00	1363.00	1217.00	1031.00	1146.00	1096.00	1164.00	1078.00	1214.00	1131.00	1040.00	1276.00
"FBgn0034816"	236.00	255.00	230.00	223.00	210.00	174.00	348.00	375.00	375.00	400.00	427.00	382.00	443.00	377.00	555.00
"FBgn0034817"	222.00	343.00	255.00	397.00	395.00	392.00	8.00	9.00	20.00	199.00	171.00	184.00	212.00	316.00	343.00
"FBgn0034819"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0034820"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034821"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034822"	0.00	0.00	0.00	1.00	1.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034824"	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034825"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034826"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0034827"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034828"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034829"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034833"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034834"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0034835"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
