	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0038744"	0.54	0.72	0.49	0.67	0.83	0.64	0.16	0.08	0.12	0.49	0.48	0.69	3.38	4.58	7.77
"FBgn0038745"	32.93	45.80	57.55	44.15	45.11	42.78	64.04	45.82	57.11	24.60	23.75	24.86	25.29	25.98	49.88
"FBgn0038746"	269.97	276.63	291.13	258.60	248.66	252.82	337.36	340.09	324.09	278.14	249.39	256.24	257.42	242.94	304.91
"FBgn0038747"	42.38	51.61	54.62	33.90	37.33	29.91	3.22	2.17	3.48	29.07	27.94	34.46	25.14	39.12	35.56
"FBgn0038749"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038750"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038751"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038752"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038753"	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038755"	17.90	22.84	25.37	17.60	19.67	17.06	37.78	26.35	32.61	15.81	14.71	13.67	15.15	10.42	28.28
"FBgn0038756"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038760"	7.63	8.61	9.81	12.76	11.38	12.20	0.95	0.54	0.86	4.42	4.09	4.59	6.03	8.46	10.53
"FBgn0038761"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038763"	55.43	58.39	65.80	71.03	72.18	69.66	34.48	27.03	35.93	52.22	55.21	59.52	50.47	52.50	60.13
"FBgn0038765"	22.25	22.04	24.51	34.62	33.43	33.22	32.32	33.57	31.48	25.78	28.07	26.42	26.96	26.78	27.20
"FBgn0038766"	48.50	48.80	44.75	42.99	45.27	42.43	22.51	18.49	22.91	45.92	42.87	47.34	59.19	59.57	61.68
"FBgn0038767"	60.47	62.56	61.79	76.27	72.78	69.53	43.61	40.05	42.43	52.34	52.80	56.55	58.95	54.16	66.20
"FBgn0038768"	73.67	78.42	94.35	107.91	101.12	103.57	80.89	69.38	81.23	61.04	71.16	80.79	68.01	56.41	91.01
"FBgn0038769"	14.99	18.61	21.44	20.77	20.93	20.91	5.17	3.86	5.88	12.33	13.65	12.79	14.09	15.59	17.05
"FBgn0038771"	187.11	178.19	185.56	224.83	214.99	236.11	261.38	284.89	276.40	182.63	202.06	209.55	234.90	234.92	225.64
"FBgn0038772"	155.60	155.51	155.38	164.28	176.70	157.20	139.77	134.92	131.49	154.95	139.41	155.63	148.44	164.36	182.27
"FBgn0038773"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038774"	0.12	0.00	0.12	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038775"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038783"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038784"	0.00	0.00	0.00	0.09	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038787"	50.16	68.23	79.78	62.12	67.01	55.75	25.85	16.91	24.94	35.68	33.67	38.91	45.03	49.09	68.50
"FBgn0038788"	5.62	7.00	6.27	7.31	7.32	6.30	0.06	0.16	0.00	4.76	3.81	4.35	5.69	9.89	7.24
"FBgn0038789"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038790"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038795"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038796"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038797"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
"FBgn0038798"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.06	0.00	0.00	0.00	0.00
"FBgn0038799"	0.00	0.00	0.00	0.04	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
"FBgn0038803"	27.82	36.57	35.55	44.13	44.59	42.96	21.25	15.68	20.34	29.11	25.25	29.88	35.80	36.73	47.17
"FBgn0038804"	10.28	12.88	15.60	6.92	6.68	7.38	9.64	7.60	8.90	6.83	7.54	6.54	4.17	3.32	5.51
"FBgn0038805"	239.96	246.54	239.52	261.25	249.37	267.02	228.51	234.10	233.82	267.16	280.57	255.22	280.57	242.61	258.34
"FBgn0038806"	49.30	48.73	51.85	59.63	56.64	64.03	14.43	16.76	19.41	43.85	50.32	46.15	47.24	54.50	48.67
"FBgn0038808"	216.89	185.38	177.32	208.72	198.79	209.92	181.35	203.91	199.37	240.53	271.68	278.88	271.06	269.33	252.83
"FBgn0038809"	74.37	88.55	101.85	88.39	91.19	82.01	55.22	39.01	52.03	60.59	56.05	69.43	67.64	63.73	97.68
"FBgn0038810"	19.29	22.76	20.72	29.91	29.93	31.95	0.60	0.17	0.80	12.53	9.48	11.18	12.93	22.02	21.09
"FBgn0038811"	33.42	32.43	35.84	38.70	38.56	39.08	24.65	23.76	26.21	32.94	30.22	33.97	30.12	28.26	34.87
"FBgn0038814"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038815"	15.78	19.32	26.23	22.15	21.74	20.65	15.71	10.63	16.09	10.95	13.23	13.45	15.29	16.71	22.77
"FBgn0038816"	4.50	7.43	9.94	3.40	4.22	2.94	6.52	3.87	6.59	2.44	2.06	2.57	2.47	3.60	6.91
"FBgn0038818"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038819"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038820"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00
"FBgn0038821"	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04
"FBgn0038826"	0.03	0.03	0.00	0.00	0.00	0.03	0.00	0.00	0.04	0.02	0.04	0.03	0.00	0.00	0.03
"FBgn0038827"	11.81	16.92	18.01	15.15	17.28	14.76	3.78	1.58	2.58	8.83	7.02	9.45	10.44	12.78	19.58
"FBgn0038828"	57.27	59.49	63.72	60.12	56.06	56.68	36.57	40.77	37.78	59.13	48.06	50.26	53.08	55.61	51.68
"FBgn0038829"	49.66	56.81	61.73	55.65	56.60	51.77	70.37	62.81	66.13	41.48	42.77	43.31	47.58	44.97	58.02
"FBgn0038830"	146.41	128.01	123.00	172.40	165.32	170.71	137.77	150.14	146.81	178.99	174.72	174.25	145.50	150.36	133.45
"FBgn0038832"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
"FBgn0038833"	0.00	0.00	0.00	0.12	0.22	0.00	0.00	0.00	0.00	0.12	0.24	0.23	0.00	0.00	0.00
"FBgn0038834"	5403.36	4869.09	4541.01	4498.67	4499.64	4851.81	5529.12	6180.59	5885.62	5866.87	6092.24	5482.71	5627.58	5391.80	4387.83
"FBgn0038837"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038838"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038839"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.02	0.00	0.00
"FBgn0038840"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038842"	0.00	0.00	0.00	0.00	0.04	0.03	0.00	0.00	0.00	0.00	0.04	0.05	0.00	0.00	0.00
"FBgn0038845"	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038846"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038847"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038849"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038850"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038851"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038852"	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00
"FBgn0038853"	13.52	24.07	31.90	11.63	15.02	9.25	27.30	17.11	24.57	8.82	7.11	8.55	8.79	10.55	21.87
"FBgn0038854"	23.51	30.51	37.44	27.10	28.67	25.94	42.88	30.35	38.52	20.35	18.30	22.39	21.61	14.55	34.44
"FBgn0038855"	74.59	85.22	93.59	94.73	95.59	92.54	74.34	64.24	75.37	64.64	66.54	77.13	73.25	74.23	89.18
"FBgn0038857"	127.81	121.85	106.34	136.63	136.31	138.16	116.28	127.54	125.09	131.41	140.25	151.01	140.43	146.04	157.87
"FBgn0038858"	43.00	35.42	32.29	45.15	43.98	47.67	3.80	2.31	2.35	40.75	33.83	36.70	45.93	57.74	44.21
"FBgn0038859"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038860"	27.54	30.53	39.53	33.41	34.06	33.08	23.99	14.69	20.42	25.67	22.02	27.06	24.71	19.52	36.97
"FBgn0038861"	23.72	21.17	21.05	24.09	23.74	20.55	35.36	32.11	36.33	21.73	26.75	24.07	22.34	25.80	22.19
"FBgn0038862"	35.30	43.69	48.30	45.93	43.23	45.09	2.64	1.69	2.60	26.65	27.15	31.00	29.88	36.25	47.47
"FBgn0038865"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
"FBgn0038866"	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.05	0.00	0.00	0.00	0.00
"FBgn0038868"	47.81	55.46	54.45	59.75	53.54	60.17	60.04	60.77	67.69	52.62	58.66	55.85	59.46	53.75	55.35
"FBgn0038869"	5.74	4.83	6.37	7.14	6.36	8.24	0.32	0.63	0.55	4.05	2.78	3.29	6.52	7.81	5.93
"FBgn0038870"	12.36	16.17	17.41	19.30	17.80	18.80	1.17	0.48	0.91	6.96	7.50	8.54	8.64	11.74	15.50
"FBgn0038871"	22.51	22.03	18.14	20.40	21.30	19.51	18.12	14.71	16.78	24.27	21.20	22.24	32.19	32.05	30.05
"FBgn0038872"	19.17	31.69	40.56	23.92	27.59	23.33	3.68	1.35	3.44	11.75	11.45	13.14	13.38	19.23	30.25
"FBgn0038873"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038874"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038876"	59.02	58.88	58.05	82.44	71.57	81.67	79.47	72.67	78.38	66.97	71.02	68.55	68.63	65.04	70.77
"FBgn0038877"	29.87	32.86	37.70	27.84	31.11	28.19	25.61	21.05	25.01	25.48	23.07	27.69	31.50	29.86	44.45
"FBgn0038878"	0.11	0.10	0.09	0.00	0.18	0.00	0.00	0.00	0.11	0.00	0.09	0.00	0.68	0.48	0.44
"FBgn0038879"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038880"	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038881"	0.02	0.00	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.02	0.00	0.01	0.03	0.01
"FBgn0038886"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038887"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038888"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038889"	6.19	9.55	9.42	6.91	7.26	6.39	0.29	0.25	0.36	3.76	3.44	4.35	3.59	5.92	7.26
"FBgn0038890"	15.03	18.63	23.28	17.42	19.01	16.61	4.69	2.47	4.42	11.92	11.13	14.13	11.71	12.60	20.46
"FBgn0038892"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038893"	29.17	26.03	28.49	27.08	25.49	25.48	29.38	28.81	28.51	41.03	34.61	35.54	44.28	44.15	45.59
"FBgn0038894"	0.07	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.06	0.00
"FBgn0038897"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038901"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038902"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038903"	58.35	47.57	38.35	80.39	74.18	76.15	35.47	38.39	33.26	77.33	67.20	60.02	92.27	88.20	72.68
"FBgn0038909"	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.12	0.00	0.05	0.00	0.00	0.00	0.00
"FBgn0038912"	0.62	0.71	0.65	2.49	2.52	2.70	1.47	0.54	0.84	0.69	0.35	0.25	0.76	0.77	1.29
"FBgn0038914"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038915"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038916"	1.61	1.58	2.16	2.54	3.05	3.02	1.82	2.56	1.64	2.08	2.84	2.83	2.61	4.11	4.04
"FBgn0038917"	7.75	8.31	7.97	10.83	10.17	10.63	5.93	5.68	6.13	6.29	7.20	6.99	7.93	7.79	8.56
"FBgn0038918"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00	0.00
"FBgn0038919"	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.07	0.00	0.04	0.00
"FBgn0038921"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00
"FBgn0038922"	98.63	110.16	140.23	121.57	125.81	123.60	154.21	127.16	142.28	92.23	84.91	87.03	96.61	75.83	128.11
"FBgn0038923"	105.95	94.77	87.62	112.46	112.13	119.01	116.67	131.38	128.60	128.19	132.91	134.36	130.30	130.96	110.28
"FBgn0038924"	74.49	70.72	71.67	94.39	93.20	91.20	60.22	54.30	51.38	82.41	81.34	85.69	98.04	96.00	88.12
"FBgn0038925"	202.42	209.38	203.09	250.44	232.85	243.54	143.10	143.72	148.28	210.04	202.29	200.72	232.16	232.03	265.10
"FBgn0038926"	0.04	0.00	0.00	0.00	0.03	0.03	0.08	0.14	0.08	0.03	0.00	0.03	0.00	0.00	0.03
"FBgn0038927"	37.09	38.81	44.70	47.45	47.85	47.24	51.31	43.03	50.03	36.96	35.12	39.93	37.97	31.40	50.60
"FBgn0038928"	40.02	41.59	39.73	45.12	44.69	44.55	21.17	20.80	20.74	39.50	41.56	45.33	40.13	39.13	40.25
"FBgn0038929"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038930"	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00
"FBgn0038931"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05
"FBgn0038934"	0.00	0.00	0.02	0.00	0.00	0.02	0.10	0.08	0.06	0.00	0.00	0.03	0.01	0.00	0.00
"FBgn0038938"	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
"FBgn0038941"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038942"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038943"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038944"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038945"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038946"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038947"	194.80	196.16	187.19	225.67	220.08	209.91	70.41	62.56	70.03	173.20	181.11	193.44	173.81	182.90	177.27
"FBgn0038948"	89.57	105.30	119.54	115.33	122.48	121.95	118.20	111.65	118.55	101.03	100.35	101.90	115.08	97.41	104.25
"FBgn0038950"	12.43	11.34	10.85	16.86	14.36	18.55	1.06	0.68	0.29	8.55	8.96	7.45	12.19	17.73	12.44
"FBgn0038951"	23.46	27.40	24.38	30.33	27.24	28.98	18.95	21.40	21.32	24.61	27.10	25.69	29.53	27.11	32.29
"FBgn0038952"	0.20	0.23	0.12	0.31	0.15	0.29	0.41	0.27	0.34	0.16	0.28	0.37	0.02	0.03	0.13
"FBgn0038953"	13.87	15.92	13.85	15.52	16.72	15.25	1.19	0.96	1.33	10.59	9.05	12.97	11.87	13.84	17.96
"FBgn0038956"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038957"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038958"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038959"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038960"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00
"FBgn0038961"	46.93	52.26	54.94	57.00	54.64	54.61	3.54	2.13	3.63	34.66	34.66	40.32	41.18	45.98	50.40
"FBgn0038964"	197.14	193.89	224.06	251.84	246.82	247.78	283.55	243.63	270.60	179.59	170.05	184.20	197.34	169.30	224.01
"FBgn0038965"	143.76	153.01	153.39	187.26	184.86	173.98	139.24	118.98	135.21	135.67	130.42	139.37	139.29	141.17	173.28
"FBgn0038966"	19.18	17.53	20.56	22.86	20.72	22.38	2.47	3.62	3.64	24.12	22.63	26.06	19.63	21.73	19.00
"FBgn0038967"	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.02
"FBgn0038968"	18.90	28.15	35.86	17.32	19.02	15.83	9.05	4.79	8.44	10.80	8.16	10.64	11.76	13.98	27.84
"FBgn0038972"	106.97	104.34	93.72	112.23	99.85	106.07	129.95	147.01	129.56	120.47	114.86	122.50	113.18	121.52	109.17
"FBgn0038973"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00
"FBgn0038974"	45.43	46.57	45.99	50.76	45.37	49.98	10.73	7.31	11.30	44.61	52.08	52.01	53.10	56.38	56.24
"FBgn0038975"	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038976"	438.84	390.73	374.62	403.77	387.37	393.37	457.86	521.07	483.51	479.25	467.68	470.64	420.83	418.48	404.32
"FBgn0038977"	0.56	0.72	0.35	0.38	0.26	0.20	0.35	0.11	0.34	0.28	0.29	0.46	0.10	0.42	0.00
"FBgn0038978"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00
"FBgn0038979"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00
"FBgn0038980"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0038981"	3.27	3.48	3.70	4.54	5.28	4.98	1.88	1.77	2.26	2.06	2.52	3.61	2.48	2.56	2.48
"FBgn0038983"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04
"FBgn0038984"	129.71	133.56	143.30	153.25	150.86	140.87	91.90	81.27	90.20	118.27	118.51	135.84	123.83	129.58	146.30
"FBgn0038986"	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
"FBgn0038989"	186.22	188.29	172.68	221.99	203.49	224.40	6.00	3.69	6.49	161.45	156.65	158.72	187.61	253.51	218.10
"FBgn0038993"	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039002"	0.93	0.17	0.00	0.47	0.74	0.33	1.38	0.35	1.14	1.42	0.64	1.08	1.95	1.05	0.59
"FBgn0039003"	22.77	24.44	25.73	28.73	28.07	28.35	4.26	1.83	3.02	19.02	19.29	19.91	22.11	24.74	26.45
"FBgn0039004"	44.96	51.37	59.30	50.14	52.79	45.94	54.04	41.08	48.55	35.80	33.37	41.37	38.93	32.96	54.19
"FBgn0039006"	4.32	5.63	8.71	3.23	3.08	3.39	3.20	2.61	3.81	4.85	3.37	2.49	5.28	4.30	7.61
"FBgn0039007"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039008"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039009"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
"FBgn0039010"	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.02	0.00	0.02	0.00	0.00
"FBgn0039013"	8.01	8.35	6.58	11.63	14.19	14.91	0.33	0.25	0.16	5.74	4.62	4.40	5.99	11.70	9.74
"FBgn0039015"	0.09	0.09	0.10	0.16	0.07	0.08	0.00	0.00	0.10	0.32	0.32	0.08	0.08	0.18	0.22
"FBgn0039016"	6.03	10.62	14.77	5.89	6.62	5.38	2.17	0.77	1.86	3.07	2.95	3.46	3.98	5.28	10.96
"FBgn0039017"	37.11	37.55	37.49	47.04	49.26	45.71	40.19	34.02	39.26	38.30	32.33	40.38	40.49	39.36	46.47
"FBgn0039019"	89.93	85.79	91.04	101.69	104.31	108.67	119.97	115.46	119.43	94.96	105.25	93.91	95.77	87.95	97.05
"FBgn0039020"	14.94	18.70	16.89	22.68	20.59	22.58	25.32	28.23	24.45	16.30	21.63	18.18	17.66	21.65	18.61
"FBgn0039022"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
"FBgn0039023"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039024"	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039025"	30.92	32.28	36.05	35.38	37.02	33.13	47.25	38.57	43.19	28.75	24.82	29.92	29.94	24.11	48.78
"FBgn0039026"	8.95	17.96	26.04	7.93	10.26	5.62	6.21	2.75	4.54	5.26	3.73	5.57	7.59	8.93	17.02
"FBgn0039027"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039028"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039029"	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039030"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039031"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00
"FBgn0039033"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039034"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039038"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039039"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039040"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039041"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039042"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
